Filename,Category,Kind,N_Features,N_Features_in_Policies_Complete,N_Features_in_Policies_Failed,N_Configurations,Z3_Policies_Evaluated,Z3_Alerts,AST_Alerts,Is_Match,T_Z3_ms,T_AST_ms,False_Positives_AST,False_Negatives_AST,Error_Mapping
dashboard-ingress20.yaml,tiny,Ingress,20,4,2,1,2,1,1,True,13248.87,103.08,[],[],
storage54.yaml,tiny,PersistentVolume,12,0,0,1,0,0,0,True,0.0,285.26,[],[],
privileged1516.yaml,tiny,Pod,13,481,213,1,49,15,15,True,175105.89,212.6,[],[],
podcontroller-good94_1.yaml,tiny,CronJob,26,420,193,24,25,8,8,True,92373.92,306.47,[],[],
failing-pod.yaml,tiny,Pod,8,481,187,1,49,13,13,True,175192.29,181.12,[],[],
manifests61_23.yaml,tiny,Service,15,13,2,1,6,1,1,True,27227.66,40.17,[],[],
04-Ingress-NameBasedVHost-Routing1.yaml,tiny,Ingress,24,4,4,10,2,2,2,True,13257.45,120.96,[],[],
resource574_67.yaml,tiny,CronJob,21,420,175,1,25,6,6,True,92687.93,187.5,[],[],
service3702.yaml,tiny,Service,17,13,4,1,6,2,2,True,27028.94,66.06,[],[],
kube-proxy-binding4.yaml,tiny,RoleBinding,17,12,0,2,4,0,0,True,7607.6,414.69,[],[],
cluster-role-binding125.yaml,tiny,ClusterRoleBinding,16,12,0,3,4,0,0,True,7231.39,321.57,[],[],
server-deployment20.yaml,tiny,Deployment,24,422,176,7,26,7,7,True,96238.97,162.64,[],[],
restrictedvolumes2192.yaml,tiny,Pod,17,481,187,1,49,13,13,True,175600.98,216.18,[],[],
deployment6673.yaml,tiny,Deployment,38,422,176,1,26,7,7,True,96170.45,284.74,[],[],
pod-your-app.yaml,tiny,Pod,13,481,187,1,49,13,13,True,175454.41,263.27,[],[],
deploymentservice2_1.yaml,tiny,Service,16,13,4,1,6,2,2,True,26920.37,47.17,[],[],
restrictedvolumes12255.yaml,tiny,Pod,31,481,136,1,49,11,11,True,175914.46,211.98,[],[],
procmount01274.yaml,tiny,Pod,14,481,217,1,49,15,15,True,174735.03,222.4,[],[],
hostnamespaces2654.yaml,tiny,Pod,14,481,191,1,49,14,14,True,174994.78,210.75,[],[],
nginx-replicaset8.yaml,tiny,ReplicaSet,22,420,176,1,25,7,7,True,93101.44,564.24,[],[],
secret552.yaml,Secret,STRUCTURAL_UNSAT,,,,,,16,0,0,1,2642.43,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inválida según modelo UVL
persitent_volume_claim5.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13430.88,33.04,[],[],
base183.yaml,tiny,Pod,11,481,187,1,49,13,13,True,175742.06,187.41,[],[],
deployment6933.yaml,tiny,Deployment,22,422,178,1,26,8,8,True,95719.35,123.4,[],[],
deployment2185_1.yaml,tiny,PersistentVolumeClaim,14,7,3,1,2,1,1,True,13527.16,112.04,[],[],
service6004.yaml,tiny,Service,15,13,4,2,6,2,2,True,27174.31,48.96,[],[],
clusterip10_1.yaml,tiny,Deployment,20,422,176,1,26,7,7,True,96140.53,117.82,[],[],
pod-resources3_1.yaml,tiny,Pod,14,481,187,4,49,13,13,True,175728.89,227.98,[],[],
selinuxoptions4249.yaml,tiny,Pod,15,481,187,1,49,13,13,True,175611.66,202.28,[],[],
secret-pod.yaml,tiny,Pod,17,481,207,1,49,17,17,True,174451.14,245.46,[],[],
seccompprofile_baseline1753.yaml,tiny,Pod,15,481,187,1,49,13,13,True,175577.76,231.38,[],[],
resource303_16.yaml,tiny,Deployment,19,422,178,1,26,8,8,True,97597.82,125.35,[],[],
deployment5194_2.yaml,tiny,Ingress,21,4,2,1,2,1,1,True,13325.56,38.78,[],[],
runasnonroot0108.yaml,tiny,Pod,15,481,187,1,49,13,13,True,176201.88,186.41,[],[],
install121_2.yaml,tiny,ServiceAccount,8,7,0,6,3,0,0,True,6948.52,26.85,[],[],
deployment4293.yaml,tiny,Deployment,25,422,176,6,26,7,7,True,96514.57,209.87,[],[],
maria-restore.yaml,tiny,PersistentVolumeClaim,14,7,3,1,2,1,1,True,13572.64,103.87,[],[],
service-nginx-nodeport7.yaml,tiny,ReplicaSet,22,420,176,1,25,7,7,True,93101.81,163.84,[],[],
todo-web8_1.yaml,tiny,Deployment,21,422,178,1,26,8,8,True,96192.07,118.95,[],[],
components7_3.yaml,tiny,RoleBinding,17,12,0,1,4,0,0,True,7060.16,30.43,[],[],
mutatingwebhooks.yaml,tiny,Secret,10,14,0,16,4,0,0,True,7081.66,278.1,[],[],
v1.8.1.yaml,tiny,Secret,9,14,0,1,4,0,0,True,7199.01,44.58,[],[],
selinuxoptions11047.yaml,tiny,Pod,21,481,187,1,49,13,13,True,176536.45,290.41,[],[],
secret934.yaml,tiny,Secret,8,14,0,1,4,0,0,True,7201.24,62.33,[],[],
gotk-components17_17.yaml,tiny,Deployment,81,422,77,10000,26,4,4,True,98044.62,814.65,[],[],
service_account30.yaml,tiny,ServiceAccount,8,7,0,6,3,0,0,True,6917.62,26.86,[],[],
ingress-nginx-sa.yaml,tiny,ServiceAccount,9,7,2,5,3,1,1,True,17001.56,51.29,[],[],
service1647.yaml,tiny,Service,15,13,2,1,6,1,1,True,27401.78,38.44,[],[],
runasnonroot0826.yaml,tiny,Pod,25,481,136,1,49,11,11,True,176570.93,170.15,[],[],
redis-slave17.yaml,tiny,ReplicaSet,32,420,176,216,25,7,7,True,93368.38,262.71,[],[],
default-svc-controller1.yaml,tiny,Deployment,41,422,178,32,26,8,8,True,96401.92,232.36,[],[],
redis-master2.yaml,tiny,Pod,24,481,187,6,49,13,13,True,176351.99,206.73,[],[],
depsecretporvalor_1.yaml,tiny,Service,18,13,4,1,6,2,2,True,27044.31,46.13,[],[],
runasnonroot1736.yaml,tiny,Pod,17,481,187,1,49,13,13,True,176695.11,184.5,[],[],
spire-quickstart_2.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7190.29,30.4,[],[],
Secret867.yaml,tiny,Secret,7,14,0,1,4,0,0,True,6951.13,28.31,[],[],
sysctls0662.yaml,tiny,Pod,20,481,187,1,49,13,13,True,176076.04,230.97,[],[],
hostpathvolumes0642.yaml,tiny,Pod,15,481,187,2,49,13,13,True,176507.17,183.53,[],[],
podcontroller-bad228_22.yaml,tiny,CronJob,38,420,108,1,25,5,5,True,94020.43,356.73,[],[],
admin-user15_1.yaml,tiny,ClusterRoleBinding,13,12,4,1,4,1,1,True,20400.95,31.22,[],[],
debian-deployment-gcr-io.yaml,tiny,Deployment,25,422,178,3,26,8,8,True,96815.45,170.44,[],[],
good14.yaml,tiny,Pod,8,481,187,1,49,13,13,True,175933.68,188.8,[],[],
podcontroller-bad23_18.yaml,tiny,CronJob,21,420,176,1,25,7,7,True,92632.98,111.15,[],[],
selinuxoptions2505.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176170.02,185.6,[],[],
apparmorprofile0253.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176037.63,231.98,[],[],
bookinfo-psa2_10.yaml,tiny,Deployment,41,422,128,32,26,6,6,True,96880.58,103.08,[],[],
alertmanager58_1.yaml,tiny,Service,16,13,2,2,6,1,1,True,27692.54,105.34,[],[],
manifets_2.yaml,tiny,Service,17,13,2,1,6,1,1,True,27364.87,53.94,[],[],
apparmorprofile0825.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176393.77,193.16,[],[],
mongo-express-deployment11.yaml,tiny,Deployment,30,422,178,3,26,8,8,True,96196.86,171.39,[],[],
csi-mock-driver-attacher15.yaml,tiny,StatefulSet,35,424,210,2,26,9,9,True,96127.04,157.87,[],[],
ingress-controller-ckad11_14.yaml,tiny,Job,41,420,176,100,25,7,7,True,93714.3,794.97,[],[],
online-boutique_23.yaml,tiny,Service,15,13,2,1,6,1,1,True,27489.11,45.65,[],[],
pod-good173_4.yaml,tiny,Pod,26,481,111,1,49,10,10,True,176732.75,234.93,[],[],
techlanches-secrets.yaml,tiny,Secret,8,14,0,2,4,0,0,True,7174.09,30.17,[],[],
networks_3.yaml,tiny,Service,21,13,4,2,6,2,2,True,27093.3,66.94,[],[],
service1278.yaml,tiny,Service,20,13,2,1,6,1,1,True,27642.28,38.8,[],[],
core.v1.ReplicationController2.yaml,ReplicationController,STRUCTURAL_UNSAT,,,,,,1219,0,0,1,35373.35,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inválida según modelo UVL
resource772_24.yaml,tiny,CronJob,15,420,176,2,25,7,7,True,92951.07,115.21,[],[],
nginx-backup-cronjob.yaml,tiny,CronJob,17,420,176,3,25,7,7,True,92665.92,143.19,[],[],
ig-bad4_2.yaml,tiny,Ingress,19,4,2,2,2,1,1,True,13494.26,35.76,[],[],
resource303_51.yaml,tiny,Pod,8,481,187,2,49,13,13,True,176158.22,192.76,[],[],
db12.yaml,tiny,Service,13,13,2,1,6,1,1,True,27839.4,41.02,[],[],
nfs-pv16.yaml,tiny,PersistentVolume,14,0,0,1,0,0,0,True,0.0,134.33,[],[],
hostports12.yaml,tiny,Pod,14,481,213,1,49,15,15,True,175774.84,247.62,[],[],
statefulset907_1.yaml,tiny,PodDisruptionBudget,14,2,2,1,1,1,1,True,10406.55,327.83,[],[],
capabilities_baseline0969.yaml,tiny,Pod,19,481,204,169,49,14,14,True,176209.92,264.34,[],[],
base55.yaml,tiny,Pod,13,481,187,1,49,13,13,True,176246.43,190.81,[],[],
deployment3117.yaml,tiny,Deployment,30,422,178,21,26,8,8,True,96347.08,155.83,[],[],
bad-pod3.yaml,tiny,Deployment,21,422,176,1,26,7,7,True,96687.94,113.77,[],[],
phpmyadmin.yaml,tiny,Deployment,28,422,178,4,26,8,8,True,96145.4,120.78,[],[],
hostpathvolumes0391.yaml,tiny,Pod,19,481,187,2,49,13,13,True,176150.55,181.59,[],[],
podcontroller-good101_3.yaml,tiny,Deployment,22,422,178,1,26,8,8,True,96314.55,154.3,[],[],
03-contour_37.yaml,tiny,Service,22,13,2,2,6,1,1,True,27626.83,42.72,[],[],
clusterrolebinding62.yaml,tiny,ClusterRoleBinding,19,12,0,16,4,0,0,True,7018.61,76.89,[],[],
seccompprofile_baseline2204.yaml,tiny,Pod,20,481,187,1,49,13,13,True,176061.85,180.7,[],[],
deployment3432_23.yaml,tiny,ClusterRoleBinding,16,12,0,5,4,0,0,True,7232.73,28.06,[],[],
01-wpo-rbac2_2.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,6929.83,28.31,[],[],
mongo-express47.yaml,tiny,Deployment,30,422,178,3,26,8,8,True,96275.91,116.16,[],[],
windowshostprocess0466.yaml,tiny,Pod,15,481,200,1,49,15,15,True,175701.62,241.63,[],[],
rc-noexist13.yaml,tiny,ReplicationController,20,420,176,1,25,7,7,True,93129.12,502.25,[],[],
vproappdep2.yaml,tiny,Deployment,24,422,178,2,26,8,8,True,96287.74,120.85,[],[],
hostports0749.yaml,tiny,Pod,17,481,187,1,49,13,13,True,176183.18,183.53,[],[],
resource620_49.yaml,tiny,Deployment,19,422,178,1,26,8,8,True,96389.34,130.31,[],[],
03_load_balancer_1.yaml,tiny,Service,16,13,4,2,6,2,2,True,27355.88,48.22,[],[],
nginx-daemonservice1.yaml,tiny,Service,16,13,4,1,6,2,2,True,27020.46,49.74,[],[],
capabilities_baseline0487.yaml,tiny,Pod,23,481,204,169,49,14,14,True,175803.38,186.46,[],[],
base708.yaml,tiny,Pod,11,481,187,1,49,13,13,True,176118.21,185.04,[],[],
apparmorprofile0966.yaml,tiny,Pod,23,481,187,1,49,13,13,True,176134.81,187.48,[],[],
sock-shop_10.yaml,tiny,Deployment,42,422,145,3,26,7,7,True,97009.21,178.64,[],[],
ClusterIP-svc_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27320.87,38.79,[],[],
secure-deployment1.yaml,tiny,Deployment,34,422,75,4,26,3,3,True,97764.31,84.53,[],[],
worker-app-pod4.yaml,tiny,Pod,11,481,187,2,49,13,13,True,176243.43,182.45,[],[],
DaemonSet_10.yaml,tiny,DaemonSet,27,423,201,1,26,8,8,True,96451.71,169.96,[],[],
pod-with-toleration28.yaml,tiny,Pod,21,481,187,1,49,13,13,True,176480.8,339.22,[],[],
expiration-redis-depl17.yaml,tiny,Deployment,19,422,178,1,26,8,8,True,96216.71,131.7,[],[],
03-javaapp-ingress.yaml,tiny,Ingress,18,4,2,1,2,1,1,True,13606.05,39.99,[],[],
preprocess-service1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27402.52,41.75,[],[],
ingress2678.yaml,tiny,Ingress,0,0,0,0,0,0,0,,0.0,0.0,,,CRITICAL: invalid literal for int() with base 10: '<Port>'
secret.sops23.yaml,Secret,STRUCTURAL_UNSAT,,,,,,15,0,0,1,2305.82,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inválida según modelo UVL
setup9_1.yaml,tiny,ClusterRoleBinding,13,12,4,1,4,1,1,True,20694.48,34.41,[],[],
deployment6203_1.yaml,tiny,Service,17,13,2,2,6,1,1,True,27352.15,41.87,[],[],
sonarr3.yaml,tiny,PersistentVolume,23,0,0,5,0,0,0,True,0.0,256.98,[],[],
apparmorprofile0881.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176526.99,183.4,[],[],
nginx-ingress15_9.yaml,tiny,ClusterRoleBinding,16,12,0,4,4,0,0,True,7197.04,30.87,[],[],
deployment5861.yaml,tiny,Deployment,61,422,128,64,26,7,7,True,96620.77,161.34,[],[],
metrics-server22.yaml,tiny,ServiceAccount,8,7,0,1,3,0,0,True,6982.0,27.87,[],[],
privileged1801.yaml,tiny,Pod,13,481,213,1,49,15,15,True,175741.58,199.68,[],[],
pvc-local-nfs.yaml,tiny,PersistentVolumeClaim,12,7,3,1,2,1,1,True,13531.39,35.34,[],[],
cj.concurrency-allow.yaml,tiny,CronJob,27,420,176,2,25,7,7,True,93213.42,222.22,[],[],
cloud-provider-binding16.yaml,tiny,RoleBinding,17,12,0,1,4,0,0,True,6961.15,28.58,[],[],
restrictedvolumes4415.yaml,tiny,Pod,32,481,136,1,49,11,11,True,176862.88,221.51,[],[],
resource730_13.yaml,tiny,Pod,14,481,187,2,49,13,13,True,176399.34,222.99,[],[],
selinuxoptions2296.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176433.06,182.78,[],[],
restrictedvolumes063.yaml,tiny,Pod,15,481,187,7,49,13,13,True,176272.37,187.79,[],[],
install13_9.yaml,tiny,ServiceAccount,7,7,0,3,3,0,0,True,6930.27,28.42,[],[],
apparmorprofile0544.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176554.63,186.76,[],[],
seccompprofile_restricted233.yaml,tiny,Pod,30,481,136,1,49,11,11,True,176940.67,257.87,[],[],
nodeAffinity_18.yaml,tiny,Service,16,13,2,1,6,1,1,True,27380.34,41.68,[],[],
frontend_mongo_express2.yaml,tiny,Deployment,30,422,178,3,26,8,8,True,96302.06,123.34,[],[],
seccompprofile_baseline1617.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176254.73,185.02,[],[],
kube-controller-manager4.yaml,tiny,Pod,26,481,201,300,49,16,16,True,175459.13,369.07,[],[],
controller43_7.yaml,tiny,ServiceAccount,8,7,0,1,3,0,0,True,7191.17,27.2,[],[],
envoy-service.yaml,tiny,Service,14,13,2,1,6,1,1,True,27371.98,37.92,[],[],
procmount01689.yaml,tiny,Pod,29,481,166,1,49,13,13,True,176322.47,214.35,[],[],
mongo201.yaml,tiny,Deployment,30,422,178,2,26,8,8,True,96409.35,118.96,[],[],
grafana-pvpvc.yaml,tiny,PersistentVolume,16,0,0,1,0,0,0,True,0.0,49.22,[],[],
deployment3203_1.yaml,tiny,Pod,15,481,195,1,49,14,14,True,176299.57,226.71,[],[],
restrictedvolumes1871.yaml,tiny,Pod,30,481,136,1,49,11,11,True,176799.86,201.49,[],[],
aws-deploy_10.yaml,tiny,ClusterRoleBinding,16,12,0,5,4,0,0,True,6950.53,28.66,[],[],
local-generic-sc1.yaml,tiny,StorageClass,9,3,3,7,1,1,1,True,10303.4,273.28,[],[],
cert-manager-v1.14.2_38.yaml,tiny,RoleBinding,18,12,0,5,4,0,0,True,6968.03,28.72,[],[],
mysql-service109.yaml,tiny,Service,13,13,2,1,6,1,1,True,27397.23,42.16,[],[],
podcontroller-good153.yaml,tiny,Deployment,22,422,178,2,26,8,8,True,96451.85,128.73,[],[],
nginx-ingress81_4.yaml,tiny,ClusterRoleBinding,16,12,0,5,4,0,0,True,7188.73,30.26,[],[],
service3743_4.yaml,tiny,Service,21,13,4,1,6,2,2,True,27111.85,45.35,[],[],
Pod-Service_5_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27753.59,39.68,[],[],
base380.yaml,tiny,Pod,13,481,187,1,49,13,13,True,176456.52,180.86,[],[],
resource317.yaml,tiny,Pod,11,481,187,1,49,13,13,True,176100.03,209.35,[],[],
apparmorprofile0729.yaml,tiny,Pod,20,481,187,1,49,13,13,True,176264.05,185.49,[],[],
restrictedvolumes12214.yaml,tiny,Pod,22,481,187,1,49,13,13,True,176732.17,219.67,[],[],
deployment334.yaml,tiny,Deployment,42,422,178,12,26,8,8,True,96588.01,432.66,[],[],
fastapi-deployment8_3.yaml,tiny,Ingress,24,4,0,1,2,0,0,True,7278.52,87.99,[],[],
pod-bad103_24.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176594.8,207.47,[],[],
readiness-pod-definition.yaml,tiny,Pod,21,481,187,1,49,13,13,True,176459.08,312.05,[],[],
runasnonroot1535.yaml,tiny,Pod,27,481,111,1,49,10,10,True,177310.67,179.23,[],[],
runasnonroot3267.yaml,tiny,Pod,27,481,136,1,49,11,11,True,177039.19,165.04,[],[],
windowshostprocess0807.yaml,tiny,Pod,15,481,200,1,49,15,15,True,176168.5,208.71,[],[],
selinuxoptions11362.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176549.15,188.17,[],[],
podcontroller-bad43_16.yaml,tiny,CronJob,18,420,176,2,25,7,7,True,92966.2,114.82,[],[],
runasnonroot291.yaml,tiny,Pod,18,481,187,1,49,13,13,True,176708.64,183.12,[],[],
mlflow-install_1.yaml,tiny,Deployment,45,422,178,180,26,8,8,True,96365.26,156.38,[],[],
calico38.yaml,tiny,PodDisruptionBudget,15,2,0,1,1,0,0,True,7008.19,79.05,[],[],
procmount01311.yaml,tiny,Pod,23,481,217,1,49,15,15,True,176151.37,198.4,[],[],
pod-bad103_23.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176599.71,201.87,[],[],
deploy_nodeselector.yaml,tiny,Deployment,21,422,178,1,26,8,8,True,96488.76,122.05,[],[],
prometheus-service22.yaml,tiny,Service,19,13,2,3,6,1,1,True,27633.82,43.62,[],[],
podcontroller-bad47_22.yaml,tiny,Deployment,23,422,127,2,26,6,6,True,96937.96,107.06,[],[],
application_e2e_1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27434.02,43.06,[],[],
service_account317.yaml,tiny,ServiceAccount,8,7,0,2,3,0,0,True,7211.18,26.76,[],[],
petstore_v1alpha1_pet1.yaml,tiny,Pet,0,0,0,0,0,0,0,,0.0,0.0,,,"Unsupported apiVersion and kind combination: v1alpha1, Pet"
deploy-pod-13.yaml,tiny,Pod,8,481,187,1,49,13,13,True,176525.3,183.53,[],[],
networking.k8s.io.v1.Ingress48.yaml,Ingress,STRUCTURAL_UNSAT,,,,,,76,0,0,1,4550.81,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inválida según modelo UVL
activeDeadlineSeconds.yaml,tiny,Job,13,420,176,1,25,7,7,True,93323.34,145.31,[],[],
pod-namespace6.yaml,tiny,Pod,12,481,187,1,49,13,13,True,176504.12,188.27,[],[],
service-nginx-loadbalancer_1.yaml,tiny,Service,14,13,4,1,6,2,2,True,27184.9,103.04,[],[],
landing_2.yaml,tiny,Service,14,13,2,1,6,1,1,True,27665.81,42.5,[],[],
bookinfo-ratings-v25.yaml,tiny,ServiceAccount,4,7,0,1,3,0,0,True,6923.64,27.38,[],[],
deployment776.yaml,tiny,Service,15,13,4,1,6,2,2,True,27328.65,44.44,[],[],
hostports01250.yaml,tiny,Pod,14,481,213,1,49,15,15,True,175977.83,213.18,[],[],
hostports2336.yaml,tiny,Pod,17,481,213,4,49,15,15,True,175736.15,202.3,[],[],
restrictedvolumes14370.yaml,tiny,Pod,22,481,187,1,49,13,13,True,176470.77,226.55,[],[],
stockmanager-service64.yaml,tiny,Service,18,13,4,1,6,2,2,True,27088.27,43.34,[],[],
resource308_38.yaml,tiny,Deployment,27,422,178,1,26,8,8,True,96327.54,172.83,[],[],
allowprivilegeescalation173.yaml,tiny,Pod,20,481,213,1,49,15,15,True,176348.23,230.89,[],[],
prometheus221_1.yaml,tiny,ServiceAccount,4,7,0,1,3,0,0,True,6917.09,29.02,[],[],
seccompprofile_baseline1215.yaml,tiny,Pod,29,481,136,1,49,11,11,True,177397.26,165.22,[],[],
deployment-with-liveness.yaml,tiny,Deployment,38,422,176,2,26,7,7,True,96781.21,146.16,[],[],
deployment1832.yaml,tiny,Deployment,24,422,178,1,26,8,8,True,96449.03,119.59,[],[],
min-max-limits1_1.yaml,tiny,LimitRange,12,7,7,4,1,1,1,True,10446.56,321.06,[],[],
capabilities_baseline0246.yaml,tiny,Pod,15,481,230,1,49,15,15,True,175915.64,198.32,[],[],
03-Nginx-App3-Deployment-and-NodePortService30.yaml,tiny,Deployment,33,422,178,1,26,8,8,True,96422.87,148.06,[],[],
service4232.yaml,tiny,Service,17,13,2,6,6,1,1,True,27402.66,43.69,[],[],
podmanPod.yaml,tiny,Pod,12,481,213,2,49,15,15,True,176151.61,241.8,[],[],
pgvector-deployment2_2.yaml,tiny,Secret,7,14,0,2,4,0,0,True,6918.79,28.67,[],[],
liveness-command4.yaml,tiny,Service,14,13,2,2,6,1,1,True,27339.69,40.69,[],[],
pod.node-explorer1.yaml,tiny,Pod,17,481,197,2,49,15,15,True,175859.87,200.29,[],[],
hostnamespaces0884.yaml,tiny,Pod,18,481,191,1,49,14,14,True,176491.6,183.89,[],[],
2-service.yaml,tiny,Service,14,13,4,1,6,2,2,True,27210.78,46.86,[],[],
hostnamespaces1667.yaml,tiny,Pod,14,481,191,1,49,14,14,True,175918.74,185.07,[],[],
meu-app-2_1.yaml,tiny,Deployment,32,422,178,1,26,8,8,True,96479.97,118.96,[],[],
rbac419_3.yaml,tiny,RoleBinding,14,12,0,1,4,0,0,True,7261.19,58.18,[],[],
ingress-nginx-controller-v1.7.1_15.yaml,tiny,Job,41,420,176,100,25,7,7,True,93170.66,109.27,[],[],
prometheusOperator-serviceAccount12.yaml,tiny,ServiceAccount,8,7,0,4,3,0,0,True,6971.31,27.6,[],[],
seccompprofile_baseline1337.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176458.46,183.74,[],[],
server.deployment5.yaml,tiny,Deployment,33,422,176,2,26,7,7,True,96696.01,130.5,[],[],
ingress348.yaml,tiny,Ingress,22,4,0,2,2,0,0,True,6940.58,25.66,[],[],
ngix-app-ingress.yaml,tiny,Ingress,21,4,2,1,2,1,1,True,13526.33,35.34,[],[],
lb15.yaml,tiny,Service,16,13,4,3,6,2,2,True,27338.87,48.37,[],[],
allowprivilegeescalation252.yaml,tiny,Pod,25,481,136,1,49,11,11,True,176943.38,170.38,[],[],
resource615_32.yaml,tiny,CronJob,15,420,176,1,25,7,7,True,93094.12,112.93,[],[],
deployment2169_1.yaml,tiny,Service,17,13,2,1,6,1,1,True,27367.46,39.99,[],[],
nginx-secure-app_1.yaml,tiny,Deployment,28,422,178,8,26,8,8,True,96627.97,149.66,[],[],
ue-deployment2.yaml,tiny,Deployment,50,422,195,648,26,9,9,True,96284.84,187.31,[],[],
pvc272_1.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13560.57,23.06,[],[],
metricbeat-ds1_7.yaml,tiny,Deployment,46,422,178,168,26,8,8,True,96593.57,153.08,[],[],
metrics-server-deployment32.yaml,tiny,Deployment,69,422,128,12,26,6,6,True,96896.46,107.98,[],[],
ingress-application-ckad_4.yaml,tiny,Service,13,13,2,1,6,1,1,True,27456.98,42.0,[],[],
dockerhub-secret4.yaml,tiny,Secret,7,14,0,1,4,0,0,True,7213.73,28.42,[],[],
expiration-redis-depl4_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27555.58,42.81,[],[],
stavakoli-webtop-deployment.yaml,tiny,Deployment,34,422,178,8,26,8,8,True,96462.93,168.45,[],[],
cluster-service.yaml,tiny,Service,14,13,2,1,6,1,1,True,27636.45,44.04,[],[],
